------------------------------------------------------------
                    MÉíì ®¨.ç.ù.Å†„¨†≠† ™†‰.ÑÇë
                    agro           agro.dat      
      .085000      .085000    21.000000      .319000  3000.000000      .000000
     2.000000      .580000     1.000000     1.000000      .101000
      .000000   293.000000      .101000   293.000000      .101000
      .101000   110.000000   190.000000   240.000000   390.000000
      .000453   327.000000   425.000000   485.000000   619.000000
      .000521      .800000 42500.000000      .000016     1.840000
   -19.000000   -26.000000    53.000000      .001000     2.000000
     1.000000      .250000   205.000000   188.000000   127.000000
     1.000000     1.300000      .600000   110.000000    10.000000
      .003240     2.000000     5.000000      .000000      .000000
   1   1   1   1   1   1
